(Intercept)	surprisal_buggy	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	58.5163898413093	5.92041006154711	1.30756308844079	-0.553319498633959	0.757930246867041	22.7543035812084	NA	NA	-2.25644176311169	NA	0.279526623170286	NA	-0.186519362674504	NA	NA	NA	NA
2	59.07740849244	6.11405395714194	1.15907340948649	-0.556467427821415	0.798192602393627	22.9701563255521	NA	NA	-2.45217164421807	NA	0.269610312019128	NA	-0.391164803790154	NA	NA	NA	NA
3	58.7547672391592	5.9755879279959	1.13403436215211	-0.536613723281494	0.664224258748739	22.7732152923555	NA	NA	-2.18777871613469	NA	0.256497819948023	NA	-0.167146871544894	NA	NA	NA	NA
4	59.7287785359283	6.09417918752076	1.03836677120482	-0.610869966531478	0.755486988165599	22.6104819809076	NA	NA	-2.46753347560307	NA	0.557721042045632	NA	-0.29163223448587	NA	NA	NA	NA
5	59.8347652746983	5.72060319325206	1.35470124505744	-0.6122601629818	0.746259224135274	22.8722421305874	NA	NA	-2.38117385051103	NA	0.551544201453841	NA	-0.505216278528431	NA	NA	NA	NA
6	59.2256189250286	5.72512811707558	1.00714295916559	-0.268713242350931	0.72939732124008	22.4992978783893	NA	NA	-1.93559038352469	NA	0.290099375886233	NA	-0.374419143495343	NA	NA	NA	NA
7	59.146731457542	5.9567928896504	1.19670300374098	-0.589682466827311	0.56310526551937	22.9324493731825	NA	NA	-2.40051459792826	NA	0.476008755782505	NA	-0.258267407189489	NA	NA	NA	NA
8	58.5299191529966	5.73707736701155	1.35381454200084	-0.652732226057081	0.792770777760533	22.9422866198548	NA	NA	-2.17909280093313	NA	0.528628930441122	NA	-0.523270704215352	NA	NA	NA	NA
9	57.2605325505671	6.03439489119796	1.18833424440193	-0.617374922970574	0.614474149311165	22.8825817632098	NA	NA	-2.15163484489254	NA	0.431977056125907	NA	-0.299272762351407	NA	NA	NA	NA
10	64.65874997214	6.10172153030535	1.061805004217	-0.66389495119131	0.644630570610838	22.3844876163326	NA	NA	-2.35356377654562	NA	0.0315980301817162	NA	-0.198176907224122	NA	NA	NA	NA
