(Intercept)	surprisal	prev_surprisal	prev2_surprisal	prev3_surprisal	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	54.8638175540096	2.69058004985143	1.22650273217109	0.0739968262101453	0.6784139303782	30.5421087728069	NA	NA	-8.7513040359779	NA	1.85731698047808	NA	-0.343160430038892	NA	NA	NA	NA
2	56.3637542039167	2.91977797142963	1.2878011212988	0.279655434091942	0.469494108778801	30.3840876706888	NA	NA	-8.76206756594342	NA	1.30720675047483	NA	-0.324993119888771	NA	NA	NA	NA
3	55.7103060543503	2.64298457859524	1.18118599598645	0.165793043218119	0.678267273608933	30.8527053116784	NA	NA	-8.62261144131419	NA	1.54177507876878	NA	-0.595038722856261	NA	NA	NA	NA
4	56.9745653191839	2.68530307831688	1.11439118383163	0.212183024362649	0.577402213031365	30.1936876378825	NA	NA	-8.38066219932541	NA	1.59163029336647	NA	-0.534710082573914	NA	NA	NA	NA
5	56.0089896833849	2.5575331227576	1.46580213166252	0.103061342752251	0.605237540900978	30.5512608794581	NA	NA	-8.99522440155698	NA	1.77242982181917	NA	-0.24824377273364	NA	NA	NA	NA
6	56.06385270751	2.85407956020995	1.40024887983329	0.226531603480857	0.53109241263609	30.4006462298301	NA	NA	-9.07810808639615	NA	1.58838386205374	NA	-0.23987204737465	NA	NA	NA	NA
7	57.2919405197018	2.65381595324625	1.14547805773833	0.244758189112935	0.494969175678071	30.4128244849106	NA	NA	-8.44585225954575	NA	1.37789513631827	NA	-0.39535912831212	NA	NA	NA	NA
8	61.6903608626253	2.58082978736985	1.11211405752041	0.419017238966388	0.544402029739403	30.1872958954356	NA	NA	-8.82644095408664	NA	1.35011874368103	NA	-0.856287408478055	NA	NA	NA	NA
9	56.7241008161232	2.80599700466533	1.28674205429356	0.309910586863215	0.572898593147828	30.459087090497	NA	NA	-8.3816573498078	NA	1.54791696987641	NA	-0.856260219122514	NA	NA	NA	NA
10	55.9207029859362	2.50272605783035	1.32842331088497	0.197519786867605	0.643579397365651	30.49976010711	NA	NA	-8.7550416257997	NA	1.58487970925893	NA	-0.333822241982247	NA	NA	NA	NA
