(Intercept)	surprisal_buggy	prev_surprisal_buggy	prev2_surprisal_buggy	prev3_surprisal_buggy	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	50.1919819437257	5.76267411192396	0.431764191581453	-0.366970454527015	0.172073621719745	20.8833709539648	NA	NA	-1.18292840733632	NA	0.86790609098151	NA	0.917798790053636	NA	NA	NA	NA
2	48.5365641944675	5.41960302972831	0.667137183446353	-0.0944366772475773	0.118346895835228	20.9524413179245	NA	NA	-1.25399613583856	NA	1.06823168391617	NA	0.987773020248714	NA	NA	NA	NA
3	48.1178437063993	5.42108726867762	0.566931873367758	-0.0956375717767263	-0.147481351060994	20.9084725483936	NA	NA	-1.0753370272118	NA	1.29316502998758	NA	0.986461161836587	NA	NA	NA	NA
4	48.2970698733374	6.00528828762643	0.511144436056022	-0.204678323945189	0.111091840368411	20.6886565187143	NA	NA	-0.961147346312903	NA	1.26758999397461	NA	0.532131712498894	NA	NA	NA	NA
5	47.45297763278	5.74413207672154	0.47906314352469	0.0492128746531774	0.180789043755677	20.9975418819961	NA	NA	-1.08292466007137	NA	1.01373835122195	NA	0.600488312179574	NA	NA	NA	NA
6	45.7611042568063	5.32296312362079	0.4376560348662	-0.0389961684237524	0.10441277166455	21.1079322744991	NA	NA	-0.905497726795604	NA	1.31763930343237	NA	0.850683941420665	NA	NA	NA	NA
7	47.4513848192559	5.5837885372684	0.537886144029105	-0.0590942611727781	0.206943205789373	21.0174783979881	NA	NA	-1.15098920159591	NA	1.249028248944	NA	0.784900933624456	NA	NA	NA	NA
8	49.9840396939027	5.28876518390144	0.584479713594954	-0.257795947505879	0.258602383216029	21.0113285109236	NA	NA	-1.19596152793988	NA	1.13659202256256	NA	0.812866633555591	NA	NA	NA	NA
9	49.9600575706859	5.49189099351287	0.483374285723858	-0.154836369792681	-0.0293891338547316	20.5086906860388	NA	NA	-1.19107284628411	NA	1.23324433574265	NA	1.04392711263507	NA	NA	NA	NA
10	45.9513465898094	6.0717017932864	0.401628781229733	-0.275461637848781	0.253097137043067	20.7541506008792	NA	NA	-0.98172711680315	NA	1.27564280500409	NA	0.932846453067447	NA	NA	NA	NA
