(Intercept)	surprisal	prev_surprisal	prev2_surprisal	prev3_surprisal	word_len	freq	prev_freq	prev_word_len	prev2_freq	prev2_word_len	prev3_freq	prev3_word_len	word_len:freq	prev_freq:prev_word_len	prev2_freq:prev2_word_len	prev3_freq:prev3_word_len
1	56.3200868517346	6.87095049524194	0.255735625120874	0.193296698452902	0.755510570767387	22.3369662575152	NA	NA	-4.50651068389623	NA	1.95637775855184	NA	-0.624474391094734	NA	NA	NA	NA
2	57.0724324731419	6.69996312150871	-0.0664663552259533	0.496454770615267	0.573122567676144	22.3697174141255	NA	NA	-4.57009173068032	NA	1.88074858404263	NA	-0.429784084335722	NA	NA	NA	NA
3	53.3032495921982	6.5575196958492	0.39228943517676	0.499550921957344	0.654287417126391	22.7203447696649	NA	NA	-4.431061695987	NA	1.83846156084635	NA	-0.45075297282153	NA	NA	NA	NA
4	54.6232444373516	6.81074789998337	0.309928732324241	0.663027409687723	0.403774919846964	22.5323848150867	NA	NA	-4.60023353497957	NA	1.79180579981262	NA	-0.465668405247024	NA	NA	NA	NA
5	56.2678766625576	6.86253558085687	0.326439081025464	0.344037542422184	0.240317791750442	22.4161599742919	NA	NA	-4.42094918140569	NA	1.85579439523759	NA	-0.552745709389641	NA	NA	NA	NA
6	56.1235212777849	6.73176872112401	0.138789542935814	0.25492956774116	0.72446964246887	22.3971608215006	NA	NA	-4.63018694254002	NA	2.02053315377399	NA	-0.528621244425567	NA	NA	NA	NA
7	53.2977599913324	6.9421584826187	0.117062868702762	0.530305941894491	0.4588827465921	22.4305499241692	NA	NA	-4.57042363545556	NA	2.23683873884107	NA	-0.386845325523214	NA	NA	NA	NA
8	56.8730251923505	6.70429462861495	0.190854516380219	0.37333700416593	0.426131348274288	22.3783271174546	NA	NA	-4.55729558401951	NA	1.91214974285522	NA	-0.375610438853222	NA	NA	NA	NA
9	57.3979208349895	7.00862457108883	0.28449330101265	0.214201217233719	0.494290619210788	22.2881772684643	NA	NA	-4.62976145579436	NA	2.057332968369	NA	-0.679768157126686	NA	NA	NA	NA
10	54.1538984994768	6.23354477047306	0.30267520785163	0.408975313609372	0.550100668186498	22.6630507180476	NA	NA	-4.36963861067545	NA	1.88794923472528	NA	-0.393709450619293	NA	NA	NA	NA
