text_id	word_id	word	surprisal	surprisal_buggy
0	0	Negli	19.20048251748085	19.465145
0	1	antichi	8.30363597534597	8.570979
0	2	miti	6.3500848561525345	6.077603
0	3	e	2.995252569206059	3.281317
0	4	religioni	7.959455657750368	7.725858
0	5	Romane,	11.650151580572128	11.870524
0	6	Giano	9.11339421570301	9.064549
0	7	è	2.869462894741446	2.9352994
0	8	il	2.4438284509815276	2.4461968
0	9	dio	0.4543570848181844	0.44864804
0	10	degli	3.473575046285987	3.4772742
0	11	inizi	7.538788855075836	6.9128227
0	12	e	0.5722726145759225	1.1923642
0	13	dei	1.8675541300326586	1.8718854
0	14	cancelli.	12.83006089553237	12.689899
0	15	Egli	3.577000256627798	3.698469
0	16	ha	3.894870760384947	3.9104738
0	17	una	2.7744698924943805	2.7764158
0	18	doppia	3.2549371644854546	3.250668
0	19	natura	3.0193835496902466	1.2201635
0	20	ed	2.6687284260988235	4.4765334
0	21	è	0.123394675552845	0.1115865
0	22	solitamente	6.74534611357376	6.7569866
0	23	rappresentato	1.8492077277041972	1.843242
0	24	come	0.8735060719773173	0.8765181
0	25	avente	10.521169651299715	10.517225
0	26	due	2.16968153975904	2.1730227
0	27	facce,	5.26419427501969	5.2675166
0	28	poiché	5.896272862330079	5.8737164
0	29	vede	7.550043910741806	7.567972
0	30	nel	2.9154868862824515	2.920101
0	31	passato	4.55511175096035	4.4807577
0	32	e	1.3561437723692507	1.4288881
0	33	nel	0.46795037016272545	0.46996772
0	34	futuro.	2.0766120553016663	1.8654776
0	35	Giano	3.2276194356381893	3.3867316
0	36	presiede	8.51240755803883	8.541264
0	37	sull’inizio	16.276827782392502	16.15467
0	38	e	0.8604824198409915	0.9932815
0	39	sulla	1.8016104355920106	1.8152448
0	40	fine	0.3676242083311081	0.0776955
0	41	dei	2.140394935151562	2.4290037
0	42	conflitti,	7.009019230375998	7.0086803
0	43	e	2.400292804464698	2.3848133
0	44	quindi	4.468185976147652	4.4463234
0	45	su	4.5997576443478465	4.6283064
0	46	guerra	6.919536620378494	6.625433
0	47	e	0.10602487245341763	0.41024524
0	48	pace.	0.674705483019352	0.44688216
0	49	Le	4.260950032155961	4.48643
0	50	porte	6.536698039621115	6.521912
0	51	del	2.1717494847252965	2.187999
0	52	suo	2.6979452988598496	2.6979516
0	53	tempio	2.3687596768140793	2.2819872
0	54	erano	3.0994802843779325	3.1772401
0	55	aperte	2.2748577519387254	2.1665847
0	56	in	3.525910363998264	3.6397178
0	57	tempo	4.9037985019385815	4.8920717
0	58	di	0.2581058124778792	0.27451366
0	59	guerra	1.4161401391029358	0.5823238
0	60	e	0.5157108530402184	1.3133086
0	61	chiuse	8.273181220516562	8.295346
0	62	in	0.6955878341104835	0.7085804
0	63	tempo	0.3864952938456554	0.3875475
0	64	di	0.011142565635964274	0.011441685
0	65	pace.	0.6020206101238728	0.36755142
0	66	Come	5.051052046939731	5.2823133
0	67	dio	2.9714944921433926	2.9134133
0	68	dei	2.369503872934729	2.428958
0	69	cancelli,	3.7810874919523485	3.781335
0	70	era	3.7281667990610003	3.7273512
0	71	anche	1.795481177745387	1.7942982
0	72	associato	3.9661929681897163	3.9665005
0	73	all’entrare	12.139050234109163	12.077361
0	74	ed	2.9805488498241175	3.0453248
0	75	uscire	0.34422560036182404	0.19164182
0	76	attraverso	5.491128130350262	5.6388044
0	77	le	0.8768308546568733	0.88161445
0	78	porte	1.155803769826889	0.3464344
0	79	di	2.1288558942615055	2.9378102
0	80	casa.	3.5258910059928894	3.227594
0	81	Giano	2.3238983685150743	2.5914366
0	82	simboleggiava	6.544525293298648	6.562974
0	83	di	6.931915204040706	6.9406357
0	84	frequente	5.609625326469541	5.605917
0	85	il	1.908256585302297	1.9158226
0	86	cambiamento	5.416931730025681	4.8126307
0	87	e	0.752165425568819	1.350846
0	88	le	3.583361861121375	3.5887294
0	89	transizioni,	7.143685970688239	7.1435323
0	90	come	3.715158541686833	3.7117658
0	91	il	2.6811228776641656	2.685069
0	92	progredire	8.327487217262387	8.122074
0	93	da	5.831151212900295	6.036781
0	94	una	0.8229589234106243	0.8229134
0	95	condizione	1.9620135312434286	1.9591794
0	96	all’	7.466445719823241	1.5571283
0	97	altra,	1.5121630043140613	7.4235144
0	98	da	3.574639173457399	3.5754576
0	99	una	0.7256654423254076	0.725596
0	100	visione	4.9849275620654225	4.982455
0	101	all’altra,	2.4007916643749923	2.4024663
0	102	e	1.9958371818065643	1.981432
0	103	la	2.9542693851399235	2.969238
0	104	crescita	4.515818536281586	4.1564746
0	105	dalla	5.247447390109301	5.606631
0	106	giovinezza	4.0945782339185826	4.0842237
0	107	fino	4.319662016176153	4.32991
0	108	all’età	1.9780874277930707	1.9776541
0	109	adulta.	0.6703402433777228	0.30616504
0	110	Dunque	10.109705209732056	9.515214
0	111	Giano	1.2090249308384955	2.1459928
0	112	era	1.4055510926991701	1.4169593
0	113	celebrato	8.821352247148752	8.822063
0	114	all’inizio	6.388207275420427	6.3546777
0	115	del	2.4083790802396834	2.4521427
0	116	raccolto	4.406559851951897	3.8246748
0	117	e	0.7098179180175066	1.2754724
0	118	al	2.9863257139222696	3.001841
0	119	tempo	3.225067100080196	3.2255855
0	120	della	1.1438246099860407	1.1443679
0	121	semina,	4.198993755038828	4.1982574
0	122	così	4.33387089392636	4.333765
0	123	come	0.1796575200278312	0.17881617
0	124	in	2.8899056636728346	2.8878522
0	125	occasione	2.06755660159979	2.070368
0	126	di	1.506728237553034	1.5073019
0	127	matrimoni,	5.1767581107560545	5.176203
