context_limited_context	ngram_context_0	ngram_context_1	ngram_context_2	ngram_context_3	ngram_context_4
1	0.0112442918917097	0.0264081937500836	0.0361310137352986	0.0530830928462497	0.0614855040547672
2	0.0128440755779163	0.0010632307689348	0.00776627335257043	0.031302929392781	0.0443916303834577
4	0.019800267886489	0.00647679107017849	0.00737030266692447	0.0318681004025956	0.0459027231539665
