context_limited_context	ngram_context_0	ngram_context_1	ngram_context_2	ngram_context_3	ngram_context_4
1	-0.00676181614171458	-0.00575794976109103	-0.00669255228994272	-0.00825572589491079	-0.00720598776634276
2	0.0174988112294854	-0.00844206905724647	-0.0123964489876776	-0.00737504566338609	-0.00163901775265893
4	0.0239929249819073	-0.00349058731215361	-0.0132544982294744	-0.00727195320972234	-0.000590003538300987
