context_limited_context	ngram_context_0	ngram_context_1	ngram_context_2	ngram_context_3	ngram_context_4
1	0.0145458910837595	0.0173123828505838	0.0165704067569064	0.0164069562359511	0.0173191794962955
2	0.0181364801458234	0.0145246743406454	0.0245797479687459	0.0214687940298423	0.0215446433786964
4	0.0163561767494609	0.0114677312798599	0.0207609618355433	0.0183662557671403	0.0201554985328069
