ngram_context	context_limited_context	fold	n_train	n_test	ll_m0_mean	ll_m0_a_mean	ll_m0_b_mean	ll_joint_mean	delta_a_given_b_mean	delta_b_given_a_mean	ll_m0_sum	ll_m0_a_sum	ll_m0_b_sum	ll_joint_sum	delta_a_given_b_sum	delta_b_given_a_sum
1	2	8	409	45	-4.6352795437939	-4.58792303013488	-4.63782836545522	-4.63951597916664	-0.00168761371142612	-0.0515929490317664	-208.587579470725	-206.456536356069	-208.702276445485	-208.778219062499	-0.0759426170141921	-2.32168270642947
1	2	9	409	45	-4.65402526087442	-4.62068736070064	-4.62925561490552	-4.62149330229837	0.00776231260715132	-0.000805941597724846	-209.431136739349	-207.930931231529	-208.316502670748	-207.967198603427	0.349304067321782	-0.0362673718976509
1	2	10	408	46	-4.7238069036227	-4.70258686255149	-4.79303206545541	-4.78968562441799	0.00334644103742132	-0.0870987618665042	-217.295117566644	-216.318995677369	-220.479475010949	-220.325538723228	0.153936287721365	-4.00654304585919
1	4	1	408	46	-4.67093018114756	-4.64415816210195	-4.65131771247618	-4.64404259582959	0.00727511664658653	0.000115566272358869	-214.862788332788	-213.63127545669	-213.960614773904	-213.625959408161	0.334655365743004	0.00531604852852752
1	4	2	409	45	-4.8491454023871	-4.84691789197205	-4.868476331142	-4.86543744623471	0.00303888490728621	-0.0185195542626602	-218.211543107419	-218.111305138742	-219.08143490139	-218.944685080562	0.136749820827873	-0.833379941819686
1	4	3	409	45	-4.92348203585279	-4.95479313944031	-4.85481982784461	-4.90889619353889	-0.0540763656942786	0.0458969459014247	-221.556691613375	-222.965691274814	-218.466892253007	-220.90032870925	-2.4334364562425	2.06536256556416
1	4	4	408	46	-4.71919919646765	-4.61862380839849	-4.56885870705556	-4.5655403548025	0.00331835225306154	0.0530834535959892	-217.083163037512	-212.456695186331	-210.167500524556	-210.014856320915	0.152644203640847	2.44183886541549
1	4	5	409	45	-4.70827267453774	-4.64394449801409	-4.66423493423259	-4.65394271822408	0.0102922160085068	-0.00999822020998931	-211.872270354198	-208.977502410634	-209.890572040467	-209.427422320084	0.463149720382802	-0.449919909449534
1	4	6	409	45	-4.59287828561385	-4.53800602518825	-4.57611685190127	-4.55859918141178	0.0175176704894939	-0.0205931562235246	-206.679522852623	-204.210271133471	-205.925258335557	-205.13696316353	0.788295172027205	-0.926692030058604
1	4	7	408	46	-4.8299347036681	-4.8458934269773	-4.75904824697813	-4.79639822587748	-0.0373499788993481	0.0494952010998269	-222.176996368732	-222.911097640956	-218.916219360994	-220.634318390364	-1.71809902936999	2.27677925059203
1	4	8	409	45	-4.6352795437939	-4.58792303013488	-4.5964222241623	-4.58999592500231	0.00642629915999571	-0.00207289486743001	-208.587579470725	-206.456536356069	-206.839000087304	-206.549816625104	0.289183462199787	-0.0932802690343237
1	4	9	409	45	-4.65402526087442	-4.62068736070064	-4.58830494556327	-4.59531094174455	-0.0070059961812774	0.0253764189560988	-209.431136739349	-207.930931231529	-206.473722550347	-206.788992378505	-0.315269828157511	1.14193885302441
1	4	10	408	46	-4.7238069036227	-4.70258686255149	-4.77626064030024	-4.7606027121118	0.0156579281884373	-0.0580158495603094	-217.295117566644	-216.318995677369	-219.707989453811	-218.987724757143	0.720264696668096	-2.66872907977424
2	1	1	408	46	-4.67093018114756	-4.70492460447726	-4.60817181441432	-4.62862448278963	-0.0204526683753077	0.0763001216876278	-214.862788332788	-216.426531805954	-211.975903463059	-212.916726208323	-0.940822745264143	3.5098055976309
2	1	2	409	45	-4.8491454023871	-4.87799971960172	-4.84112883008457	-4.86784001066864	-0.0267111805840665	0.01015970893308	-218.211543107419	-219.509987382077	-217.850797353806	-219.052800480089	-1.20200312628305	0.457186901988564
2	1	3	409	45	-4.92348203585279	-4.96959263172111	-4.88476824446574	-4.9129361823639	-0.0281679378981572	0.0566564493572166	-221.556691613375	-223.63166842745	-219.814571000958	-221.082128206375	-1.26755720541709	2.54954022107475
2	1	4	408	46	-4.71919919646765	-4.6469005440736	-4.56547483185897	-4.55363275485073	0.0118420770082457	0.0932677892228737	-217.083163037512	-213.757425027386	-210.011842265513	-209.467106723133	0.5447355423793	4.2903183042522
2	1	5	409	45	-4.70827267453774	-4.67438399338571	-4.66693385881328	-4.71630030252132	-0.0493664437080437	-0.0419163091356118	-211.872270354198	-210.347279702357	-210.012023646597	-212.233513613459	-2.22148996686195	-1.88623391110255
2	1	6	409	45	-4.59287828561385	-4.53629455526175	-4.50093441698666	-4.48112767514866	0.0198067418379999	0.0551668801130818	-206.679522852623	-204.133254986779	-202.5420487644	-201.65074538169	0.891303382710021	2.48250960508867
2	1	7	408	46	-4.8299347036681	-4.82413815353039	-4.71394337677823	-4.71311506597076	0.000828310807466259	0.111023087559634	-222.176996368732	-221.910355062398	-216.841395331798	-216.803293034655	0.038102297143439	5.10706202774315
2	1	8	409	45	-4.6352795437939	-4.56898211675317	-4.63126463332546	-4.61122336579528	0.0200412675301838	-0.0422412490421058	-208.587579470725	-205.604195253893	-208.406908499646	-207.505051460787	0.901857038858253	-1.90085620689476
2	1	9	409	45	-4.65402526087442	-4.61518139361665	-4.58729668103498	-4.58659138479193	0.000705296243049602	0.0285900088247164	-209.431136739349	-207.683162712749	-206.428350646574	-206.396612315637	0.0317383309372303	1.28655039711228
2	1	10	408	46	-4.7238069036227	-4.69171071819877	-4.6819560826055	-4.6774070683663	0.00454901423920262	0.014303649832474	-217.295117566644	-215.818693037144	-215.369979799853	-215.16072514485	0.209254655003292	0.657967892293783
2	2	1	408	46	-4.67093018114756	-4.70492460447726	-4.6496749167835	-4.63935604462914	0.0103188721543619	0.0655685598481215	-214.862788332788	-216.426531805954	-213.885046172041	-213.41037805294	0.474668119100642	3.01615375301358
2	2	2	409	45	-4.8491454023871	-4.87799971960172	-4.87485614622496	-4.85641172979617	0.0184444164287951	0.0215879898055471	-218.211543107419	-219.509987382077	-219.368526580123	-218.538527840828	0.829998739295803	0.971459541249629
2	2	3	409	45	-4.92348203585279	-4.96959263172111	-4.87646517207568	-4.92212626615088	-0.0456610940751965	0.0474663655702336	-221.556691613375	-223.63166842745	-219.440932743406	-221.49568197679	-2.05474923338386	2.13598645066051
2	2	4	408	46	-4.71919919646765	-4.6469005440736	-4.53712382405167	-4.57470112416827	-0.0375773001166007	0.0721994199053331	-217.083163037512	-213.757425027386	-208.707695906377	-210.43625171174	-1.72855580536361	3.32117331564532
2	2	5	409	45	-4.70827267453774	-4.67438399338571	-4.62020052377305	-4.63479160708855	-0.0145910833154987	0.0395923862971577	-211.872270354198	-210.347279702357	-207.909023569787	-208.565622318985	-0.656598749197457	1.78165738337208
2	2	6	409	45	-4.59287828561385	-4.53629455526175	-4.53742234746931	-4.53287586488673	0.00454648258257162	0.00341869037501219	-206.679522852623	-204.133254986779	-204.184005636119	-203.979413919903	0.204591716215731	0.153841066875543
2	2	7	408	46	-4.8299347036681	-4.82413815353039	-4.75262223102332	-4.73931686591325	0.0133053651100692	0.0848212876171406	-222.176996368732	-221.910355062398	-218.620622627073	-218.00857583201	0.612046795063208	3.90177923038848
2	2	8	409	45	-4.6352795437939	-4.56898211675317	-4.63782836545522	-4.66778030306625	-0.0299519376110364	-0.0987981863130836	-208.587579470725	-205.604195253893	-208.702276445485	-210.050113637981	-1.34783719249666	-4.44591838408877
2	2	9	409	45	-4.65402526087442	-4.61518139361665	-4.62925561490552	-4.61779557751899	0.0114600373865272	-0.00261418390234702	-209.431136739349	-207.683162712749	-208.316502670748	-207.800800988355	0.515701682393711	-0.1176382756056
2	2	10	408	46	-4.7238069036227	-4.69171071819877	-4.79303206545541	-4.84729031387618	-0.0542582484207683	-0.155579595677411	-217.295117566644	-215.818693037144	-220.479475010949	-222.975354438304	-2.49587942735533	-7.1566614011609
2	4	1	408	46	-4.67093018114756	-4.70492460447726	-4.65131771247618	-4.64713861124547	0.00417910123070886	0.0577859932317937	-214.862788332788	-216.426531805954	-213.960614773904	-213.768376117291	0.192238656612602	2.6581556886625
2	4	2	409	45	-4.8491454023871	-4.87799971960172	-4.868476331142	-4.88468113826655	-0.0162048071245513	-0.00668141866483385	-218.211543107419	-219.509987382077	-219.08143490139	-219.810651221995	-0.729216320604849	-0.300663839917547
2	4	3	409	45	-4.92348203585279	-4.96959263172111	-4.85481982784461	-4.90433501842236	-0.049515190577746	0.0652576132987592	-221.556691613375	-223.63166842745	-218.466892253007	-220.695075829006	-2.22818357599857	2.93659259844418
2	4	4	408	46	-4.71919919646765	-4.6469005440736	-4.56885870705556	-4.57456699992424	-0.00570829286867536	0.0723335441493616	-217.083163037512	-213.757425027386	-210.167500524556	-210.430081996515	-0.262581471959066	3.32734303087062
2	4	5	409	45	-4.70827267453774	-4.67438399338571	-4.66423493423259	-4.67703920679147	-0.012804272558876	-0.00265521340575692	-211.872270354198	-210.347279702357	-209.890572040467	-210.466764305616	-0.576192265149388	-0.119484603259053
2	4	6	409	45	-4.59287828561385	-4.53629455526175	-4.57611685190127	-4.57732337138987	-0.0012065194886004	-0.0410288161281231	-206.679522852623	-204.133254986779	-205.925258335557	-205.979551712544	-0.0542933769870615	-1.84629672576557
2	4	7	408	46	-4.8299347036681	-4.82413815353039	-4.75904824697813	-4.76201229122637	-0.00296404424823837	0.0621258623040273	-222.176996368732	-221.910355062398	-218.916219360994	-219.052565396413	-0.136346035418939	2.85778966598528
2	4	8	409	45	-4.6352795437939	-4.56898211675317	-4.5964222241623	-4.5977270518387	-0.00130482767639339	-0.028744935085526	-208.587579470725	-205.604195253893	-206.839000087304	-206.897717332741	-0.0587172454377196	-1.29352207884867
2	4	9	409	45	-4.65402526087442	-4.61518139361665	-4.58830494556327	-4.58207454988736	0.0062303956759111	0.0331068437292892	-209.431136739349	-207.683162712749	-206.473722550347	-206.193354744931	0.280367805416006	1.48980796781805
2	4	10	408	46	-4.7238069036227	-4.69171071819877	-4.77626064030024	-4.82950716495852	-0.0532465246582827	-0.137796446759746	-217.295117566644	-215.818693037144	-219.707989453811	-222.157329588092	-2.44934013428099	-6.33863655094834
3	1	1	408	46	-4.67093018114756	-4.68307510947143	-4.60817181441432	-4.60974622884167	-0.00157441442734463	0.0733288806297638	-214.862788332788	-215.421455035686	-211.975903463059	-212.048326526717	-0.0724230636578511	3.37312850896913
3	1	2	409	45	-4.8491454023871	-4.86931934063098	-4.84112883008457	-4.86172777965467	-0.020598949570096	0.00759156097631841	-218.211543107419	-219.119370328394	-217.850797353806	-218.77775008446	-0.926952730654335	0.341620243934329
3	1	3	409	45	-4.92348203585279	-4.95752340714253	-4.88476824446574	-4.91172494632587	-0.0269567018601311	0.0457984608166582	-221.556691613375	-223.088553321414	-219.814571000958	-221.027622584664	-1.21305158370589	2.06093073674961
3	1	4	408	46	-4.71919919646765	-4.71543564659419	-4.56547483185897	-4.57683142535674	-0.011356593497772	0.138604221237443	-217.083163037512	-216.910039743333	-210.011842265513	-210.53424556641	-0.522403300897508	6.37579417692237
3	1	5	409	45	-4.70827267453774	-4.69432658675455	-4.66693385881328	-4.68841360248276	-0.02147974366948	0.00591298427179154	-211.872270354198	-211.244696403955	-210.012023646597	-210.978612111724	-0.966588465126563	0.26608429223063
3	1	6	409	45	-4.59287828561385	-4.57433340100006	-4.50093441698666	-4.4882230009367	0.0127114160499637	0.0861104000633555	-206.679522852623	-205.845003045003	-202.5420487644	-201.970035042152	0.572013722248414	3.87496800285103
3	1	7	408	46	-4.8299347036681	-4.82888394236609	-4.71394337677823	-4.72206045120899	-0.0081170744307677	0.106823491157098	-222.176996368732	-222.12866134884	-216.841395331798	-217.214780755614	-0.373385423815336	4.91388059322651
3	1	8	409	45	-4.6352795437939	-4.59581432457575	-4.63126463332546	-4.63296911728222	-0.00170448395675837	-0.0371547927064642	-208.587579470725	-206.811644605909	-208.406908499646	-208.4836102777	-0.0767017780541721	-1.6719656717909
3	1	9	409	45	-4.65402526087442	-4.64149902699765	-4.58729668103498	-4.58564480061849	0.00165188041648889	0.0558542263791555	-209.431136739349	-208.867456214894	-206.428350646574	-206.354016027832	0.0743346187419718	2.51344018706197
3	1	10	408	46	-4.7238069036227	-4.73505017224609	-4.6819560826055	-4.68708867660871	-0.00513259400321076	0.0479614956373773	-217.295117566644	-217.81230792332	-215.369979799853	-215.606079124001	-0.236099324147716	2.20622879931935
3	2	1	408	46	-4.67093018114756	-4.68307510947143	-4.6496749167835	-4.64696222281417	0.00271269396932716	0.0361128866572598	-214.862788332788	-215.421455035686	-213.885046172041	-213.760262249452	0.124783922589046	1.66119278623393
3	2	2	409	45	-4.8491454023871	-4.86931934063098	-4.87485614622496	-4.86417196087739	0.0106841853475768	0.00514737975359658	-218.211543107419	-219.119370328394	-219.368526580123	-218.887738239482	0.48078834064097	0.231632088911851
3	2	3	409	45	-4.92348203585279	-4.95752340714253	-4.87646517207568	-4.89558023113844	-0.0191150590627549	0.0619431760040907	-221.556691613375	-223.088553321414	-219.440932743406	-220.30111040123	-0.860177657823982	2.78744292018405
3	2	4	408	46	-4.71919919646765	-4.71543564659419	-4.53712382405167	-4.56498012158272	-0.0278562975310575	0.150455525011463	-217.083163037512	-216.910039743333	-208.707695906377	-209.989085592805	-1.28138968642861	6.92095415052731
3	2	5	409	45	-4.70827267453774	-4.69432658675455	-4.62020052377305	-4.62593602733785	-0.00573550356479746	0.0683905594166987	-211.872270354198	-211.244696403955	-207.909023569787	-208.167121230203	-0.258097660415899	3.07757517375143
3	2	6	409	45	-4.59287828561385	-4.57433340100006	-4.53742234746931	-4.5223868685623	0.0150354789070075	0.0519465324377579	-206.679522852623	-205.845003045003	-204.184005636119	-203.507409085303	0.676596550815333	2.33759395969912
3	2	7	408	46	-4.8299347036681	-4.82888394236609	-4.75262223102332	-4.76487952754361	-0.0122572965202865	0.0640044148224836	-222.176996368732	-222.12866134884	-218.620622627073	-219.184458267006	-0.563835639933188	2.94420308183422
3	2	8	409	45	-4.6352795437939	-4.59581432457575	-4.63782836545522	-4.67430829207722	-0.0364799266219986	-0.078493967501462	-208.587579470725	-206.811644605909	-208.702276445485	-210.343873143475	-1.64159669798994	-3.53222853756577
3	2	9	409	45	-4.65402526087442	-4.64149902699765	-4.62925561490552	-4.61593982747306	0.0133157874324636	0.0255591995245892	-209.431136739349	-208.867456214894	-208.316502670748	-207.717292236288	0.599210434460844	1.15016397860649
3	2	10	408	46	-4.7238069036227	-4.73505017224609	-4.79303206545541	-4.80708658444476	-0.0140545189893411	-0.072036412198667	-217.295117566644	-217.81230792332	-220.479475010949	-221.125982884459	-0.646507873509677	-3.31367496113867
3	4	1	408	46	-4.67093018114756	-4.68307510947143	-4.65131771247618	-4.63565391789137	0.0156637945848077	0.0474211915800655	-214.862788332788	-215.421455035686	-213.960614773904	-213.240080223003	0.720534550901135	2.18137481268298
3	4	2	409	45	-4.8491454023871	-4.86931934063098	-4.868476331142	-4.87154820985005	-0.00307187870805326	-0.00222886921906795	-218.211543107419	-219.119370328394	-219.08143490139	-219.219669443252	-0.138234541862403	-0.100299114858046
3	4	3	409	45	-4.92348203585279	-4.95752340714253	-4.85481982784461	-4.85900304885495	-0.00418322101033652	0.0985203582875842	-221.556691613375	-223.088553321414	-218.466892253007	-218.655137198473	-0.188244945465129	4.43341612294128
3	4	4	408	46	-4.71919919646765	-4.71543564659419	-4.56885870705556	-4.58150301151036	-0.0126443044547964	0.133932635083827	-217.083163037512	-216.910039743333	-210.167500524556	-210.749138529477	-0.58163800492062	6.16090121385605
3	4	5	409	45	-4.70827267453774	-4.69432658675455	-4.66423493423259	-4.67582584244662	-0.0115909082140337	0.018500744307925	-211.872270354198	-211.244696403955	-209.890572040467	-210.412162910098	-0.521590869631524	0.832533493856602
3	4	6	409	45	-4.59287828561385	-4.57433340100006	-4.57611685190127	-4.57190038225674	0.00421646964453348	0.00243301874332058	-206.679522852623	-205.845003045003	-205.925258335557	-205.735517201553	0.189741134003953	0.10948584344942
3	4	7	408	46	-4.8299347036681	-4.82888394236609	-4.75904824697813	-4.78130188440111	-0.0222536374229785	0.0475820579649859	-222.176996368732	-222.12866134884	-218.916219360994	-219.939886682451	-1.02366732145703	2.18877466638932
