comparison	predictor_family	predictor_context	ngram_context	context_limited_context	layer	fold	n_train	n_test	ll_m0_mean	ll_predictor_mean	ll_layer_mean	ll_joint_mean	delta_predictor_given_layer_mean	delta_layer_given_predictor_mean	delta_n_given_l_mean	delta_l_given_n_mean	delta_c_given_l_mean	delta_l_given_c_mean	ll_m0_sum	ll_predictor_sum	ll_layer_sum	ll_joint_sum	delta_predictor_given_layer_sum	delta_layer_given_predictor_sum	delta_n_given_l_sum	delta_l_given_n_sum	delta_c_given_l_sum	delta_l_given_c_sum
ngram_vs_internal_layer	ngram	0	0	NA	3	1	55	14	-5.29240978175123	-5.61599384922578	-5.93873272755942	-6.43648760767956	-0.497754880120135	-0.820493758453781	-0.497754880120135	-0.820493758453781	NA	NA	-74.0937369445172	-78.6239138891609	-83.1422581858319	-90.1108265075138	-6.9685683216819	-11.4869126183529	-6.9685683216819	-11.4869126183529	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	3	2	55	14	-4.29064189756782	-4.2792032309219	-4.39514493431211	-4.58129600679876	-0.18615107248665	-0.302092775876865	-0.18615107248665	-0.302092775876865	NA	NA	-60.0689865659494	-59.9088452329066	-61.5320290803696	-64.1381440951827	-2.60611501481312	-4.22929886227612	-2.60611501481312	-4.22929886227612	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	3	3	56	13	-4.48576350731261	-4.52501786311053	-4.45015779463162	-4.51539304441384	-0.0652352497822202	0.00962481869669318	-0.0652352497822202	0.00962481869669318	NA	NA	-58.3149255950639	-58.8252322204369	-57.8520513302111	-58.7001095773799	-0.848058247168858	0.125122643057011	-0.848058247168858	0.125122643057011	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	3	4	55	14	-4.50098795230378	-4.75574477766699	-4.7384719102892	-5.28770611192091	-0.549234201631707	-0.531961334253927	-0.549234201631707	-0.531961334253927	NA	NA	-63.0138313322529	-66.5804268873378	-66.3386067440489	-74.0278855668928	-7.6892788228439	-7.44745867955497	-7.6892788228439	-7.44745867955497	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	3	5	55	14	-4.47332100027648	-5.07954121699731	-4.629165655074	-5.71388699041404	-1.08472133534004	-0.634345773416734	-1.08472133534004	-0.634345773416734	NA	NA	-62.6264940038707	-71.1135770379623	-64.8083191710361	-79.9944178657966	-15.1860986947605	-8.88084082783428	-15.1860986947605	-8.88084082783428	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	4	1	55	14	-5.29240978175123	-5.61599384922578	-5.89192931711302	-6.38105732203993	-0.489128004926902	-0.76506347281415	-0.489128004926902	-0.76506347281415	NA	NA	-74.0937369445172	-78.6239138891609	-82.4870104395823	-89.334802508559	-6.84779206897662	-10.7108886193981	-6.84779206897662	-10.7108886193981	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	4	2	55	14	-4.29064189756782	-4.2792032309219	-4.38493257656107	-4.60294394602799	-0.218011369466918	-0.323740715106092	-0.218011369466918	-0.323740715106092	NA	NA	-60.0689865659494	-59.9088452329066	-61.389056071855	-64.4412152443919	-3.05215917253685	-4.53237001148528	-3.05215917253685	-4.53237001148528	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	4	3	56	13	-4.48576350731261	-4.52501786311053	-4.51080748944729	-4.50639561065427	0.00441187879302429	0.0186222524562663	0.00441187879302429	0.0186222524562663	NA	NA	-58.3149255950639	-58.8252322204369	-58.6404973628148	-58.5831429385055	0.0573544243093096	0.242089281931456	0.0573544243093096	0.242089281931456	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	4	4	55	14	-4.50098795230378	-4.75574477766699	-4.712556801013	-5.2394009907738	-0.526844189760804	-0.483656213106816	-0.526844189760804	-0.483656213106816	NA	NA	-63.0138313322529	-66.5804268873378	-65.9757952141819	-73.3516138708332	-7.37581865665126	-6.77118698349541	-7.37581865665126	-6.77118698349541	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	4	5	55	14	-4.47332100027648	-5.07954121699731	-4.62629678010653	-5.74516500712598	-1.11886822701945	-0.66562379012867	-1.11886822701945	-0.66562379012867	NA	NA	-62.6264940038707	-71.1135770379623	-64.7681549214914	-80.4323100997637	-15.6641551782723	-9.31873306180138	-15.6641551782723	-9.31873306180138	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	5	1	55	14	-5.29240978175123	-5.61599384922578	-5.59715223941795	-5.99407260730243	-0.396920367884481	-0.378078758076652	-0.396920367884481	-0.378078758076652	NA	NA	-74.0937369445172	-78.6239138891609	-78.3601313518513	-83.917016502234	-5.55688515038273	-5.29310261307312	-5.55688515038273	-5.29310261307312	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	5	2	55	14	-4.29064189756782	-4.2792032309219	-4.41582430842296	-4.76431453537189	-0.348490226948929	-0.485111304449986	-0.348490226948929	-0.485111304449986	NA	NA	-60.0689865659494	-59.9088452329066	-61.8215403179214	-66.7004034952064	-4.87886317728501	-6.79155826229982	-4.87886317728501	-6.79155826229982	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	5	3	56	13	-4.48576350731261	-4.52501786311053	-4.59775615160573	-4.56410385952797	0.0336522920777602	-0.0390859964174366	0.0336522920777602	-0.0390859964174366	NA	NA	-58.3149255950639	-58.8252322204369	-59.7708299708745	-59.3333501738636	0.437479797010873	-0.508117953426684	0.437479797010873	-0.508117953426684	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	5	4	55	14	-4.50098795230378	-4.75574477766699	-4.68468042864327	-5.1843186322992	-0.499638203655939	-0.428573854632219	-0.499638203655939	-0.428573854632219	NA	NA	-63.0138313322529	-66.5804268873378	-65.5855260010057	-72.5804608521889	-6.99493485118316	-6.00003396485107	-6.99493485118316	-6.00003396485107	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	5	5	55	14	-4.47332100027648	-5.07954121699731	-4.48459617040148	-5.54223744041842	-1.05764127001694	-0.462696223421113	-1.05764127001694	-0.462696223421113	NA	NA	-62.6264940038707	-71.1135770379623	-62.7843463856207	-77.5913241658579	-14.8069777802372	-6.47774712789558	-14.8069777802372	-6.47774712789558	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	6	1	55	14	-5.29240978175123	-5.61599384922578	-5.47100345719422	-5.85879553684954	-0.387792079655314	-0.242801687623761	-0.387792079655314	-0.242801687623761	NA	NA	-74.0937369445172	-78.6239138891609	-76.5940484007191	-82.0231375158935	-5.42908911517439	-3.39922362673265	-5.42908911517439	-3.39922362673265	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	6	2	55	14	-4.29064189756782	-4.2792032309219	-4.44617589239065	-4.77996558193466	-0.333789689544008	-0.500762351012762	-0.333789689544008	-0.500762351012762	NA	NA	-60.0689865659494	-59.9088452329066	-62.2464624934691	-66.9195181470853	-4.67305565361611	-7.01067291417867	-4.67305565361611	-7.01067291417867	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	6	3	56	13	-4.48576350731261	-4.52501786311053	-4.6293451963564	-4.5366446211179	0.0927005752384966	-0.0116267580073686	0.0927005752384966	-0.0116267580073686	NA	NA	-58.3149255950639	-58.8252322204369	-60.1814875526332	-58.9763800745327	1.20510747810046	-0.15114785409579	1.20510747810046	-0.15114785409579	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	6	4	55	14	-4.50098795230378	-4.75574477766699	-4.70171026711114	-5.3162848706598	-0.614574603548656	-0.560540092992814	-0.614574603548656	-0.560540092992814	NA	NA	-63.0138313322529	-66.5804268873378	-65.823943739556	-74.4279881892372	-8.60404444968118	-7.84756130189939	-8.60404444968118	-7.84756130189939	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	6	5	55	14	-4.47332100027648	-5.07954121699731	-4.44738001669991	-5.47197413277083	-1.02459411607092	-0.392432915773526	-1.02459411607092	-0.392432915773526	NA	NA	-62.6264940038707	-71.1135770379623	-62.2633202337987	-76.6076378587916	-14.3443176249929	-5.49406082082936	-14.3443176249929	-5.49406082082936	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	7	1	55	14	-5.29240978175123	-5.61599384922578	-5.41848823295437	-5.82573009334719	-0.407241860392817	-0.209736244121411	-0.407241860392817	-0.209736244121411	NA	NA	-74.0937369445172	-78.6239138891609	-75.8588352613612	-81.5602213068606	-5.70138604549945	-2.93630741769977	-5.70138604549945	-2.93630741769977	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	7	2	55	14	-4.29064189756782	-4.2792032309219	-4.46855017450372	-4.74653381385221	-0.277983639348487	-0.467330582930309	-0.277983639348487	-0.467330582930309	NA	NA	-60.0689865659494	-59.9088452329066	-62.5597024430521	-66.4514733939309	-3.89177095087881	-6.54262816102433	-3.89177095087881	-6.54262816102433	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	7	3	56	13	-4.48576350731261	-4.52501786311053	-4.66148043717924	-4.5793432500538	0.082137187125439	-0.0543253869432645	0.082137187125439	-0.0543253869432645	NA	NA	-58.3149255950639	-58.8252322204369	-60.5992456833301	-59.5314622506994	1.0677834326307	-0.706230030262446	1.0677834326307	-0.706230030262446	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	7	4	55	14	-4.50098795230378	-4.75574477766699	-4.75385433678364	-5.46542396174586	-0.711569624962216	-0.709679184078873	-0.711569624962216	-0.709679184078873	NA	NA	-63.0138313322529	-66.5804268873378	-66.553960714971	-76.515935464442	-9.96197474947103	-9.93550857710422	-9.96197474947103	-9.93550857710422	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	7	5	55	14	-4.47332100027648	-5.07954121699731	-4.42667568372745	-5.06323716992648	-0.636561486199033	0.0163040470708227	-0.636561486199033	0.0163040470708227	NA	NA	-62.6264940038707	-71.1135770379623	-61.9734595721843	-70.8853203789708	-8.91186080678644	0.228256658991526	-8.91186080678644	0.228256658991526	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	8	1	55	14	-5.29240978175123	-5.61599384922578	-5.36509885233074	-5.70872902672033	-0.34363017438959	-0.0927351774945526	-0.34363017438959	-0.0927351774945526	NA	NA	-74.0937369445172	-78.6239138891609	-75.1113839326303	-79.9222063740846	-4.81082244145426	-1.29829248492373	-4.81082244145426	-1.29829248492373	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	8	2	55	14	-4.29064189756782	-4.2792032309219	-4.42170929130908	-4.54642891141835	-0.124719620109278	-0.267225680496455	-0.124719620109278	-0.267225680496455	NA	NA	-60.0689865659494	-59.9088452329066	-61.9039300783271	-63.650004759857	-1.74607468152989	-3.74115952695037	-1.74607468152989	-3.74115952695037	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	8	3	56	13	-4.48576350731261	-4.52501786311053	-4.58705860432528	-4.57351234693457	0.0135462573907068	-0.0484944838240358	0.0135462573907068	-0.0484944838240358	NA	NA	-58.3149255950639	-58.8252322204369	-59.6317618562286	-59.4556605101494	0.176101346079186	-0.630428289712462	0.176101346079186	-0.630428289712462	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	8	4	55	14	-4.50098795230378	-4.75574477766699	-4.78190143078753	-5.61769733319663	-0.835795902409107	-0.861952555529647	-0.835795902409107	-0.861952555529647	NA	NA	-63.0138313322529	-66.5804268873378	-66.9466200310254	-78.6477626647528	-11.7011426337275	-12.0673357774151	-11.7011426337275	-12.0673357774151	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	8	5	55	14	-4.47332100027648	-5.07954121699731	-4.60840185706644	-5.37935489820594	-0.770953041139506	-0.299813681208636	-0.770953041139506	-0.299813681208636	NA	NA	-62.6264940038707	-71.1135770379623	-64.5176259989301	-75.3109685748832	-10.7933425759531	-4.1973915369209	-10.7933425759531	-4.1973915369209	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	9	1	55	14	-5.29240978175123	-5.61599384922578	-5.35009163232518	-5.76443632402799	-0.414344691702813	-0.148442474802218	-0.414344691702813	-0.148442474802218	NA	NA	-74.0937369445172	-78.6239138891609	-74.9012828525525	-80.7021085363919	-5.80082568383938	-2.07819464723104	-5.80082568383938	-2.07819464723104	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	9	2	55	14	-4.29064189756782	-4.2792032309219	-4.424919379381	-4.4770036438353	-0.0520842644543098	-0.197800412913406	-0.0520842644543098	-0.197800412913406	NA	NA	-60.0689865659494	-59.9088452329066	-61.9488713113339	-62.6780510136943	-0.729179702360341	-2.76920578078769	-0.729179702360341	-2.76920578078769	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	9	3	56	13	-4.48576350731261	-4.52501786311053	-4.66460925214565	-4.63131393188046	0.033295320265184	-0.10629606876993	0.033295320265184	-0.10629606876993	NA	NA	-58.3149255950639	-58.8252322204369	-60.6399202778934	-60.207081114446	0.432839163447397	-1.38184889400909	0.432839163447397	-1.38184889400909	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	9	4	55	14	-4.50098795230378	-4.75574477766699	-4.69989915885476	-5.51674014599901	-0.816840987144246	-0.760995368332026	-0.816840987144246	-0.760995368332026	NA	NA	-63.0138313322529	-66.5804268873378	-65.7985882239667	-77.2343620439861	-11.4357738200194	-10.6539351566483	-11.4357738200194	-10.6539351566483	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	9	5	55	14	-4.47332100027648	-5.07954121699731	-4.57390741823104	-5.33076952166297	-0.756862103431933	-0.251228304665668	-0.756862103431933	-0.251228304665668	NA	NA	-62.6264940038707	-71.1135770379623	-64.0347038552346	-74.6307733032816	-10.5960694480471	-3.51719626531936	-10.5960694480471	-3.51719626531936	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	10	1	55	14	-5.29240978175123	-5.61599384922578	-5.39663148600437	-5.98243424754613	-0.585802761541753	-0.36644039832035	-0.585802761541753	-0.36644039832035	NA	NA	-74.0937369445172	-78.6239138891609	-75.5528408040612	-83.7540794656458	-8.20123866158455	-5.1301655764849	-8.20123866158455	-5.1301655764849	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	10	2	55	14	-4.29064189756782	-4.2792032309219	-4.4704965712787	-4.46993809921836	0.000558472060341764	-0.190734868296462	0.000558472060341764	-0.190734868296462	NA	NA	-60.0689865659494	-59.9088452329066	-62.5869519979018	-62.5791333890571	0.00781860884478647	-2.67028815615047	0.00781860884478647	-2.67028815615047	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	10	3	56	13	-4.48576350731261	-4.52501786311053	-4.8133710700393	-4.80096710988912	0.0124039601501789	-0.275949246778589	0.0124039601501789	-0.275949246778589	NA	NA	-58.3149255950639	-58.8252322204369	-62.5738239105109	-62.4125724285586	0.161251481952327	-3.58734020812166	0.161251481952327	-3.58734020812166	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	10	4	55	14	-4.50098795230378	-4.75574477766699	-4.56429203732462	-5.20581470545657	-0.64152266813195	-0.450069927789587	-0.64152266813195	-0.450069927789587	NA	NA	-63.0138313322529	-66.5804268873378	-63.9000885225447	-72.881405876392	-8.98131735384731	-6.30097898905423	-8.98131735384731	-6.30097898905423	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	10	5	55	14	-4.47332100027648	-5.07954121699731	-4.48832735197952	-5.01971993146612	-0.531392579486599	0.0598212855311857	-0.531392579486599	0.0598212855311857	NA	NA	-62.6264940038707	-71.1135770379623	-62.8365829277133	-70.2760790405257	-7.43949611281238	0.8374979974366	-7.43949611281238	0.8374979974366	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	11	1	55	14	-5.29240978175123	-5.61599384922578	-5.37135161562745	-5.93172688564954	-0.560375270022085	-0.315733036423761	-0.560375270022085	-0.315733036423761	NA	NA	-74.0937369445172	-78.6239138891609	-75.1989226187843	-83.0441763990935	-7.84525378030921	-4.42026250993266	-7.84525378030921	-4.42026250993266	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	11	2	55	14	-4.29064189756782	-4.2792032309219	-4.5940361501293	-4.58710640218118	0.00692974794811541	-0.307903171259285	0.00692974794811541	-0.307903171259285	NA	NA	-60.0689865659494	-59.9088452329066	-64.3165061018102	-64.2194896305366	0.0970164712736192	-4.31064439763	0.0970164712736192	-4.31064439763	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	11	3	56	13	-4.48576350731261	-4.52501786311053	-4.92829297152051	-4.8708638416599	0.0574291298606138	-0.345845978549364	0.0574291298606138	-0.345845978549364	NA	NA	-58.3149255950639	-58.8252322204369	-64.0678086297666	-63.3212299415787	0.746578688187974	-4.49599772114174	0.746578688187974	-4.49599772114174	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	11	4	55	14	-4.50098795230378	-4.75574477766699	-4.49928966303261	-5.12839737138214	-0.629107708349532	-0.372652593715157	-0.629107708349532	-0.372652593715157	NA	NA	-63.0138313322529	-66.5804268873378	-62.9900552824566	-71.79756319935	-8.80750791689344	-5.2171363120122	-8.80750791689344	-5.2171363120122	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	11	5	55	14	-4.47332100027648	-5.07954121699731	-4.40383258702977	-4.91976229146851	-0.51592970443874	0.159778925528795	-0.51592970443874	0.159778925528795	NA	NA	-62.6264940038707	-71.1135770379623	-61.6536562184168	-68.8766720805592	-7.22301586214237	2.23690495740313	-7.22301586214237	2.23690495740313	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	12	1	55	14	-5.29240978175123	-5.61599384922578	-5.32001794478252	-5.7791466569446	-0.459128712162085	-0.163152807718828	-0.459128712162085	-0.163152807718828	NA	NA	-74.0937369445172	-78.6239138891609	-74.4802512269553	-80.9080531972244	-6.42780197026919	-2.28413930806359	-6.42780197026919	-2.28413930806359	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	12	2	55	14	-4.29064189756782	-4.2792032309219	-4.71057785159665	-4.79662332150801	-0.0860454699113617	-0.517420090586109	-0.0860454699113617	-0.517420090586109	NA	NA	-60.0689865659494	-59.9088452329066	-65.948089922353	-67.1527265011121	-1.20463657875906	-7.24388126820553	-1.20463657875906	-7.24388126820553	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	12	3	56	13	-4.48576350731261	-4.52501786311053	-4.76702166784317	-4.7396721325432	0.0273495352999715	-0.214654269432668	0.0273495352999715	-0.214654269432668	NA	NA	-58.3149255950639	-58.8252322204369	-61.9712816819612	-61.6157377230616	0.355543958899638	-2.79050550262468	0.355543958899638	-2.79050550262468	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	12	4	55	14	-4.50098795230378	-4.75574477766699	-4.51164707394474	-5.20927248551005	-0.697625411565313	-0.453527707843064	-0.697625411565313	-0.453527707843064	NA	NA	-63.0138313322529	-66.5804268873378	-63.1630590352263	-72.9298147971407	-9.76675576191438	-6.34938790980289	-9.76675576191438	-6.34938790980289	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	12	5	55	14	-4.47332100027648	-5.07954121699731	-4.38191384244626	-5.06581554774283	-0.683901705296565	0.0137256692544785	-0.683901705296565	0.0137256692544785	NA	NA	-62.6264940038707	-71.1135770379623	-61.3467937942477	-70.9214176683996	-9.5746238741519	0.192159369562702	-9.5746238741519	0.192159369562702	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	1	1	55	14	-5.29240978175123	-5.60793607061101	-5.60342713157841	-6.16963948633622	-0.566212354757808	-0.561703415725206	-0.566212354757808	-0.561703415725206	NA	NA	-74.0937369445172	-78.5111049885542	-78.4479798420977	-86.3749528087071	-7.92697296660933	-7.8638478201529	-7.92697296660933	-7.8638478201529	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	1	2	55	14	-4.29064189756782	-4.42019842757434	-4.36043733180941	-4.62564974510349	-0.265212413294078	-0.205451317529147	-0.265212413294078	-0.205451317529147	NA	NA	-60.0689865659494	-61.8827779860408	-61.0461226453317	-64.7590964314488	-3.71297378611709	-2.87631844540805	-3.71297378611709	-2.87631844540805	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	1	3	56	13	-4.48576350731261	-4.60829395785276	-4.56455050494371	-4.8026443017613	-0.238093796817584	-0.194350343908534	-0.238093796817584	-0.194350343908534	NA	NA	-58.3149255950639	-59.9078214520859	-59.3391565642683	-62.4343759228969	-3.09521935862858	-2.52655447081093	-3.09521935862858	-2.52655447081093	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	1	4	55	14	-4.50098795230378	-4.25932217359888	-4.60356852565097	-4.13205001604962	0.471518509601347	0.127272157549262	0.471518509601347	0.127272157549262	NA	NA	-63.0138313322529	-59.6305104303843	-64.4499593591135	-57.8487002246947	6.60125913441887	1.78181020568967	6.60125913441887	1.78181020568967	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	1	5	55	14	-4.47332100027648	-4.57812904431704	-4.64675341768391	-5.41937065353427	-0.772617235850359	-0.841241609217225	-0.772617235850359	-0.841241609217225	NA	NA	-62.6264940038707	-64.0938066204386	-65.0545478475747	-75.8711891494798	-10.816641301905	-11.7773825290412	-10.816641301905	-11.7773825290412	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	2	1	55	14	-5.29240978175123	-5.60793607061101	-5.83286786815419	-7.21815756249751	-1.38528969434331	-1.61022149188649	-1.38528969434331	-1.61022149188649	NA	NA	-74.0937369445172	-78.5111049885542	-81.6601501541587	-101.054205874965	-19.3940557208064	-22.5431008864109	-19.3940557208064	-22.5431008864109	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	2	2	55	14	-4.29064189756782	-4.42019842757434	-4.40351145758547	-4.65219725250446	-0.248685794918988	-0.231998824930119	-0.248685794918988	-0.231998824930119	NA	NA	-60.0689865659494	-61.8827779860408	-61.6491604061966	-65.1307615350624	-3.48160112886583	-3.24798354902165	-3.48160112886583	-3.24798354902165	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	2	3	56	13	-4.48576350731261	-4.60829395785276	-4.49375916742836	-4.87558066765775	-0.381821500229396	-0.267286709804987	-0.381821500229396	-0.267286709804987	NA	NA	-58.3149255950639	-59.9078214520859	-58.4188691765686	-63.3825486795508	-4.96367950298215	-3.47472722746483	-4.96367950298215	-3.47472722746483	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	2	4	55	14	-4.50098795230378	-4.25932217359888	-4.63037179329965	-4.21270141114801	0.417670382151647	0.0466207624508748	0.417670382151647	0.0466207624508748	NA	NA	-63.0138313322529	-59.6305104303843	-64.8252051061952	-58.9778197560721	5.84738535012307	0.652690674312247	5.84738535012307	0.652690674312247	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	2	5	55	14	-4.47332100027648	-4.57812904431704	-4.59854371265617	-5.13865450427681	-0.540110791620637	-0.560525459959766	-0.540110791620637	-0.560525459959766	NA	NA	-62.6264940038707	-64.0938066204386	-64.3796119771864	-71.9411630598753	-7.56155108268892	-7.84735643943674	-7.56155108268892	-7.84735643943674	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	3	1	55	14	-5.29240978175123	-5.60793607061101	-5.93873272755942	-8.71162538359788	-2.77289265603846	-3.10368931298687	-2.77289265603846	-3.10368931298687	NA	NA	-74.0937369445172	-78.5111049885542	-83.1422581858319	-121.96275537037	-38.8204971845385	-43.4516503818162	-38.8204971845385	-43.4516503818162	NA	NA
