context_limited_context	ngram_context_0	ngram_context_1	ngram_context_2	ngram_context_3	ngram_context_4
1	0.00274605037900244	0.00919097356872483	0.0193914582065143	0.0280637356390621	0.0312204597248544
2	0.00599087174707842	0.00553762617717455	0.0147724248704522	0.0246815712094933	0.027998644941539
3	0.00698422092580016	0.00584195438586939	0.0136237856191079	0.0241121353856849	0.0274215235963045
4	0.00756309015918264	0.00596506364854639	0.0126666274409216	0.0229362261033527	0.0263837490018966
