context_limited_context	ngram_context_0	ngram_context_1	ngram_context_2	ngram_context_3	ngram_context_4
1	0.00625006188885919	0.000301950056541944	0.00030970333622653	-0.000358107198400948	-0.000156632874098417
2	0.013386022749763	0.000539742157819489	-0.000418190507007754	0.000150867864858117	0.000512691835414003
3	0.0155661537862413	0.00203085222427086	-0.000380047900595493	0.00076821389880628	0.00112235234793605
4	0.0171873905240798	0.00319632899140396	-0.000294838574325684	0.00063467212093018	0.00112694525798416
