context_limited_context	ngram_context_0	ngram_context_1	ngram_context_2	ngram_context_3	ngram_context_4
1	0.00274605019712766	0.00919097327553793	0.0193914578561534	0.0280637352178725	0.0312204592869163
2	0.00599087220559653	0.00553762689902344	0.0147724258633188	0.0246815722089057	0.0279986459486046
4	0.00756308998804567	0.00596506230224287	0.0126666252685861	0.0229362236867764	0.0263837466465879
