context_limited_context	ngram_context_0	ngram_context_1	ngram_context_2	ngram_context_3	ngram_context_4
1	0.000825538059073037	0.000448651489916375	0.000479256542253715	0.000130036007788161	0.000156083646726498
2	0.00177682996965428	0.00056760836997401	0.000220498505077268	0.000304484024160298	0.000314163815853675
4	0.00218589624803341	0.00104923067240439	0.000215618334843093	0.000473995980692487	0.000504066910235546
