context_limited_context	ngram_context_0	ngram_context_1	ngram_context_2	ngram_context_3	ngram_context_4
1	0.00625006212963157	0.000301950186002209	0.000309703408512796	-0.000358107196943358	-0.000156632889389385
2	0.0133860222669654	0.000539741938352645	-0.000418190455456902	0.000150867922954756	0.000512691901163809
4	0.0171873920550225	0.00319632934718008	-0.000294839044581607	0.000634671406433451	0.00112694460475513
