comparison	predictor_family	predictor_context	ngram_context	context_limited_context	layer	folds	delta_predictor_given_layer_mean	delta_predictor_given_layer_se	delta_layer_given_predictor_mean	delta_layer_given_predictor_se	delta_n_given_l_mean	delta_n_given_l_se	delta_l_given_n_mean	delta_l_given_n_se	delta_c_given_l_mean	delta_c_given_l_se	delta_l_given_c_mean	delta_l_given_c_se
context_limited_vs_internal_layer	context_limited	4	NA	4	11	10	-0.00894100116911591	0.00583110607555757	0.0466648776041673	0.0100113886831448	NA	NA	NA	NA	-0.00894100116911591	0.00583110607555757	0.0466648776041673	0.0100113886831448
context_limited_vs_internal_layer	context_limited	4	NA	4	12	10	-0.0141083555216655	0.00475193643614234	0.0397346726271447	0.0140536155333305	NA	NA	NA	NA	-0.0141083555216655	0.00475193643614234	0.0397346726271447	0.0140536155333305
ngram_vs_internal_layer	ngram	0	0	NA	1	10	-8.54096067738119e-05	0.0121607107925651	0.00411570778611674	0.0141487866162666	-8.54096067738119e-05	0.0121607107925651	0.00411570778611674	0.0141487866162666	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	2	10	0.00100909622223764	0.0147994126460684	0.00221489341746928	0.012522352475344	0.00100909622223764	0.0147994126460684	0.00221489341746928	0.012522352475344	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	3	10	0.000709130795094559	0.0156229299324604	0.00721806737687745	0.0139510294600495	0.000709130795094559	0.0156229299324604	0.00721806737687745	0.0139510294600495	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	4	10	0.000871382477003291	0.0144038946117148	0.0131460635902441	0.01341467927737	0.000871382477003291	0.0144038946117148	0.0131460635902441	0.01341467927737	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	5	10	0.0017841356103534	0.0149358572809797	0.0154639479127588	0.0113612552718278	0.0017841356103534	0.0149358572809797	0.0154639479127588	0.0113612552718278	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	6	10	0.00499275776182566	0.0160962261203351	0.0164255884018185	0.0108161190032087	0.00499275776182566	0.0160962261203351	0.0164255884018185	0.0108161190032087	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	7	10	0.0065042746464349	0.0168937030860258	0.0302306696358059	0.011148415059503	0.0065042746464349	0.0168937030860258	0.0302306696358059	0.011148415059503	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	8	10	0.00656543547838178	0.0175970010927588	0.0388646214553445	0.0136421853576149	0.00656543547838178	0.0175970010927588	0.0388646214553445	0.0136421853576149	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	9	10	0.0109534391828226	0.0193370850456432	0.0416328403967029	0.0164104678115709	0.0109534391828226	0.0193370850456432	0.0416328403967029	0.0164104678115709	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	10	10	0.0202494519562515	0.0199792257851358	0.0582085053183657	0.017253800620404	0.0202494519562515	0.0199792257851358	0.0582085053183657	0.017253800620404	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	11	10	0.0265816136960635	0.0196046682234174	0.0887753160729362	0.0184497469725676	0.0265816136960635	0.0196046682234174	0.0887753160729362	0.0184497469725676	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	0	0	NA	12	10	0.01267382324698	0.0172133480290058	0.0731046749993798	0.0193906803602956	0.01267382324698	0.0172133480290058	0.0731046749993798	0.0193906803602956	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	1	10	0.0017210102134138	0.00761534865043627	0.000357605876875411	0.01361438013086	0.0017210102134138	0.00761534865043627	0.000357605876875411	0.01361438013086	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	2	10	0.00499712127571232	0.0081107101199052	0.000638396741515024	0.0137193141909522	0.00499712127571232	0.0081107101199052	0.000638396741515024	0.0137193141909522	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	3	10	0.00363741571905587	0.00846720197195016	0.00458183057140982	0.0113527310710835	0.00363741571905587	0.00846720197195016	0.00458183057140982	0.0113527310710835	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	4	10	-0.000559912357698078	0.00792487213961313	0.00615024702611375	0.0092698937331173	-0.000559912357698078	0.00792487213961313	0.00615024702611375	0.0092698937331173	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	5	10	-0.00201508099446457	0.00744262021522567	0.00610020957851187	0.00695229953647158	-0.00201508099446457	0.00744262021522567	0.00610020957851187	0.00695229953647158	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	6	10	-0.000864201871654835	0.00887965031187184	0.00500410703890903	0.00703367450546744	-0.000864201871654835	0.00887965031187184	0.00500410703890903	0.00703367450546744	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	7	10	-0.00417647520159221	0.00782363269980099	0.0139853980583498	0.00868271239561797	-0.00417647520159221	0.00782363269980099	0.0139853980583498	0.00868271239561797	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	8	10	-0.00547916268875488	0.00797874386589276	0.0212555015587789	0.0102153700311406	-0.00547916268875488	0.00797874386589276	0.0212555015587789	0.0102153700311406	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	9	10	-0.00312449670230324	0.00836767202529876	0.0219903827821481	0.0113058688207534	-0.00312449670230324	0.00836767202529876	0.0219903827821481	0.0113058688207534	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	10	10	-0.000946222286937903	0.0101321314500517	0.0314483093457474	0.0128831434349952	-0.000946222286937903	0.0101321314500517	0.0314483093457474	0.0128831434349952	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	11	10	-0.00189223351146763	0.0102867662082057	0.0547369471359762	0.0155543511930831	-0.00189223351146763	0.0102867662082057	0.0547369471359762	0.0155543511930831	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	1	1	NA	12	10	-0.00800833948893782	0.0079320233982857	0.046857990534033	0.0162797391779222	-0.00800833948893782	0.0079320233982857	0.046857990534033	0.0162797391779222	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	2	2	NA	1	10	0.00103010448484788	0.0102572846131822	0.0112646485382362	0.0127379521770982	0.00103010448484788	0.0102572846131822	0.0112646485382362	0.0127379521770982	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	2	2	NA	2	10	0.00461131367038883	0.0105137759739347	0.0118505375261182	0.0128649270054826	0.00461131367038883	0.0105137759739347	0.0118505375261182	0.0128649270054826	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	2	2	NA	3	10	0.00391784839166247	0.0104692669802722	0.0164602116339431	0.010777937363093	0.00391784839166247	0.0104692669802722	0.0164602116339431	0.010777937363093	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	2	2	NA	4	10	5.87637590690804e-05	0.0104393224634516	0.0183668715328076	0.00769561595844297	5.87637590690804e-05	0.0104393224634516	0.0183668715328076	0.00769561595844297	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	2	2	NA	5	10	-0.0028346915802846	0.00977883282424706	0.0168785473826185	0.00533904097518586	-0.0028346915802846	0.00977883282424706	0.0168785473826185	0.00533904097518586	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	2	2	NA	6	10	-0.00356328921115683	0.00967079738546124	0.0139029680893337	0.00674097622326772	-0.00356328921115683	0.00967079738546124	0.0139029680893337	0.00674097622326772	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	2	2	NA	7	10	-0.00689860953279178	0.00813828451456924	0.0228612121170769	0.00848030955740455	-0.00689860953279178	0.00813828451456924	0.0228612121170769	0.00848030955740455	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	2	2	NA	8	10	-0.00864284362739065	0.00846659009893191	0.0296897690100698	0.00835246887793114	-0.00864284362739065	0.00846659009893191	0.0296897690100698	0.00835246887793114	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	2	2	NA	9	10	-0.00676354068634089	0.00738601939810337	0.0299492871880371	0.0106138910928066	-0.00676354068634089	0.00738601939810337	0.0299492871880371	0.0106138910928066	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	2	2	NA	10	10	-0.00319081193078521	0.00865161583539658	0.0408016680918267	0.0116240653957614	-0.00319081193078521	0.00865161583539658	0.0408016680918267	0.0116240653957614	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	2	2	NA	11	10	-0.00526072371401947	0.00801820219273518	0.062966405323351	0.015928025590031	-0.00526072371401947	0.00801820219273518	0.062966405323351	0.015928025590031	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	2	2	NA	12	10	-0.0105136937349968	0.0058281149313717	0.0559505846779007	0.0144189655288094	-0.0105136937349968	0.0058281149313717	0.0559505846779007	0.0144189655288094	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	3	3	NA	1	10	-0.00655415329574671	0.00867171936757247	0.0223701032505587	0.016298284099813	-0.00655415329574671	0.00867171936757247	0.0223701032505587	0.016298284099813	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	3	3	NA	2	10	-0.00527071431620723	0.00932399435872567	0.0206582220324393	0.016702920618274	-0.00527071431620723	0.00932399435872567	0.0206582220324393	0.016702920618274	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	3	3	NA	3	10	-0.00553369403787229	0.00887531795125885	0.0256983816973254	0.0146774491974714	-0.00553369403787229	0.00887531795125885	0.0256983816973254	0.0146774491974714	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	3	3	NA	4	10	-0.00782774675599338	0.00877138596980859	0.0291700735106622	0.0120194348901341	-0.00782774675599338	0.00877138596980859	0.0291700735106622	0.0120194348901341	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	3	3	NA	5	10	-0.00977182779062593	0.00735605000269361	0.0286311236651943	0.00918679563406257	-0.00977182779062593	0.00735605000269361	0.0286311236651943	0.00918679563406257	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	3	3	NA	6	10	-0.00975604135157928	0.00638585615090019	0.0263999284418284	0.00951722606336444	-0.00975604135157928	0.00638585615090019	0.0263999284418284	0.00951722606336444	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	3	3	NA	7	10	-0.0100071739573687	0.00497476093755126	0.0384423601854171	0.01087751734922	-0.0100071739573687	0.00497476093755126	0.0384423601854171	0.01087751734922	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	3	3	NA	8	10	-0.0107753486067615	0.00516837972171527	0.046246976523616	0.0120656732712131	-0.0107753486067615	0.00516837972171527	0.046246976523616	0.0120656732712131	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	3	3	NA	9	10	-0.00983182441799864	0.00516934652232926	0.0455707159492965	0.0129950791444762	-0.00983182441799864	0.00516934652232926	0.0455707159492965	0.0129950791444762	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	3	3	NA	10	10	-0.00830186244995366	0.00622861017841635	0.0543803300655754	0.0140560175727445	-0.00830186244995366	0.00622861017841635	0.0543803300655754	0.0140560175727445	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	3	3	NA	11	10	-0.00805606147588094	0.00569938042631659	0.0788607800544066	0.0175576077524133	-0.00805606147588094	0.00569938042631659	0.0788607800544066	0.0175576077524133	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	3	3	NA	12	10	-0.00960539483600504	0.00424734742327183	0.0755485960698095	0.0156302011539046	-0.00960539483600504	0.00424734742327183	0.0755485960698095	0.0156302011539046	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	4	4	NA	1	10	-0.0111857573238093	0.00893664464662096	0.0261114280942937	0.0175866989642059	-0.0111857573238093	0.00893664464662096	0.0261114280942937	0.0175866989642059	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	4	4	NA	2	10	-0.010045245986682	0.00914470403595229	0.0242566192337621	0.0181925243261207	-0.010045245986682	0.00914470403595229	0.0242566192337621	0.0181925243261207	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	4	4	NA	3	10	-0.00967619535248714	0.00824265247733551	0.0299288092545082	0.0161179668946995	-0.00967619535248714	0.00824265247733551	0.0299288092545082	0.0161179668946995	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	4	4	NA	4	10	-0.010401105883391	0.00811847221767392	0.0349696432550623	0.013712236389941	-0.010401105883391	0.00811847221767392	0.0349696432550623	0.013712236389941	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	4	4	NA	5	10	-0.0107143556628815	0.00686084838162195	0.0360615246647364	0.0107055344049831	-0.0107143556628815	0.00686084838162195	0.0360615246647364	0.0107055344049831	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	4	4	NA	6	10	-0.0106247830875772	0.00608061337954532	0.0339041155776281	0.0115139936759166	-0.0106247830875772	0.00608061337954532	0.0339041155776281	0.0115139936759166	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	4	4	NA	7	10	-0.00982530403352646	0.00474996686762332	0.046997158981057	0.0124480693166985	-0.00982530403352646	0.00474996686762332	0.046997158981057	0.0124480693166985	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	4	4	NA	8	10	-0.0106592691811796	0.00493834505366372	0.0547359848209956	0.0140331544566868	-0.0106592691811796	0.00493834505366372	0.0547359848209956	0.0140331544566868	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	4	4	NA	9	10	-0.0104752122885797	0.00590272938402317	0.0533002569505131	0.0140580722306742	-0.0104752122885797	0.00590272938402317	0.0533002569505131	0.0140580722306742	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	4	4	NA	10	10	-0.0106293223936539	0.00663965064952515	0.0604257989936729	0.0148280686519456	-0.0106293223936539	0.00663965064952515	0.0604257989936729	0.0148280686519456	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	4	4	NA	11	10	-0.00973110071450787	0.00637971088404851	0.0855586696875774	0.0169475604864752	-0.00973110071450787	0.00637971088404851	0.0855586696875774	0.0169475604864752	NA	NA	NA	NA
ngram_vs_internal_layer	ngram	4	4	NA	12	10	-0.00999284277596013	0.00632755111483142	0.0835340770016521	0.0165638510985323	-0.00999284277596013	0.00632755111483142	0.0835340770016521	0.0165638510985323	NA	NA	NA	NA
