text_id	word_id	word	surprisal	surprisal_buggy
0	0	Στην	13.103796731680632	13.62633
0	1	αρχαία	5.611443574540317	5.632544
0	2	ρωμαϊκή	6.557104192208499	6.5502315
0	3	θρησκεία	7.054604863747954	6.4078345
0	4	και	1.9649309520609677	2.6203911
0	5	μυθολογία,	4.9120677162427455	4.8967276
0	6	ο	1.6832800898700953	1.683285
0	7	Ιανός	9.064826060086489	9.041156
0	8	ήταν	0.9630312970839441	1.0058177
0	9	ο	0.9791457783430815	0.97257984
0	10	θεός	1.6588165666908026	1.6479657
0	11	των	1.6863745066802949	1.7039381
0	12	εκκινήσεων	14.92890465259552	14.398072
0	13	και	0.38161451369524	0.91343105
0	14	των	0.6900916043668985	0.690431
0	15	μεταβάσεων.	10.988912262022495	10.794646
0	16	Είχε	4.608764868229628	4.792082
0	17	διπλή	7.513922870159149	7.5123587
0	18	φύση	3.880471898941323	2.5689785
0	19	και	0.972303138114512	2.286734
0	20	συνήθως	6.980066915974021	6.98135
0	21	απεικονιζόταν	3.7686556452827062	3.7747817
0	22	με	1.5092145665548742	1.5085069
0	23	δύο	2.2572368923574686	2.2551317
0	24	πρόσωπα,	5.794194661313668	5.798698
0	25	αφού	5.6621962040662766	5.655979
0	26	κοιτούσε	8.976693294942379	8.972797
0	27	ταυτόχρονα	8.491302577487659	8.390232
0	28	στο	3.84169306140393	3.9455113
0	29	μέλλον	7.834220809745602	7.0471144
0	30	και	0.4274199865758419	1.2225852
0	31	στο	1.5530544834327884	1.5541087
0	32	παρελθόν.	1.0543068516417406	0.83488303
0	33	Ο	1.944020688533783	2.1273
0	34	Ιανός	0.6489354525692761	0.63255984
0	35	παρακολουθούσε	9.571630172431469	9.609322
0	36	την	2.1696614694665186	2.1844513
0	37	αρχή	6.208168253302574	6.124628
0	38	και	0.8663426922867075	0.94924146
0	39	το	1.3781881338181847	1.379717
0	40	τέλος	0.14467249438166618	0.03087176
0	41	μιας	3.69639483501669	3.8090549
0	42	σύγκρουσης	8.220130144502036	7.579557
0	43	και	0.9340301919728518	1.5520207
0	44	κατ’	10.091662168502808	10.068587
0	45	επέκταση	0.327122165937908	0.29281366
0	46	τον	3.760500152828172	3.8390942
0	47	πόλεμο	5.48847508430481	4.4767885
0	48	και	1.48483457416296	2.4947739
0	49	την	1.0296786676626652	1.0331678
0	50	ειρήνη.	4.57027612515958	4.3609896
0	51	Οι	2.921420543338172	3.12991
0	52	πόρτες	11.01801361143589	11.001094
0	53	του	0.9959039548411965	1.0001813
0	54	ναού	4.448516060132533	4.4236746
0	55	του	0.7986922450363636	0.8175609
0	56	ήταν	3.161331923212856	3.1788385
0	57	ανοιχτές	1.5826675333082676	1.4605582
0	58	σε	3.35057326965034	3.4712682
0	59	περιόδους	8.222998966812156	8.220402
0	60	πολέμου	2.8225195556879044	2.244177
0	61	και	0.44498809427022934	1.0246489
0	62	κλειστές	10.422455464024097	10.406316
0	63	σε	0.47071279818192124	0.49120176
0	64	περιόδους	0.6299906142303371	0.63021684
0	65	ειρήνης.	0.8566382972203428	0.5966017
0	66	Ως	5.595000178727787	5.8549075
0	67	ο	4.087016835808754	3.951422
0	68	θεός	1.6234159413725138	1.737344
0	69	των	1.0126272366615012	1.0338736
0	70	πυλών,	9.17723024985753	9.1769085
0	71	συνδέθηκε	7.304536483250558	7.3012114
0	72	επίσης	3.593533101025969	3.592815
0	73	με	0.10938739561242983	0.114218
0	74	την	1.6785531691857614	1.6786855
0	75	είσοδο	7.047052908688784	7.0121646
0	76	και	1.779804478166625	1.8146139
0	77	έξοδο	4.215671059675515	4.1743608
0	78	από	2.2303365396801382	2.2718246
0	79	τις	3.153254874778213	3.1535666
0	80	πόρτες	2.5548477038973942	2.152929
0	81	των	2.2297921081772074	2.631403
0	82	σπιτιών.	5.464453816181049	5.208677
0	83	Ο	1.7833160012960434	2.01072
0	84	Ιανός	0.4457749559660442	0.43755677
0	85	συμβόλιζε	5.83824867149815	5.869175
0	86	συχνά	6.148277545114979	6.151123
0	87	τις	3.3014176134602167	3.304504
0	88	αλλαγές	3.7832383054774255	3.7187073
0	89	και	1.9170797171536833	1.9800513
